"","X","GEO.id2","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE","GEO.display.label","Median_house_value","Total_units","Vacant_units","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","Built_2005_or_later","Built_2000_to_2004","Built_1990s","Built_1980s","Built_1970s","Built_1960s","Built_1950s","Built_1940s","Built_1939_or_earlier","Bedrooms_0","Bedrooms_1","Bedrooms_2","Bedrooms_3","Bedrooms_4","Bedrooms_5_or_more","Owners","Renters","Median_household_income","Mean_household_income"
"8304",8304,42003472100,42,3,472100,2524,40.399131,-80.036167,"Census Tract 4721, Allegheny County, Pennsylvania",99000,1304,108,5.8,2.85,1.48,0,0,5.4,0.9,9.4,6.5,9.4,11.2,57.1,1.5,31.7,17,36.6,9.5,3.8,48.1,51.9,41858,51636
"8305",8305,42003472200,42,3,472200,2227,40.393828,-80.040519,"Census Tract 4722, Allegheny County, Pennsylvania",113800,1133,97,6,2.5,1.92,0,0,0,2.3,4.2,4.9,6.2,20.7,61.6,2.1,18.4,18.1,41.1,15.3,4.9,51.7,48.3,56500,67287
"8306",8306,42003472300,42,3,472300,2014,40.392583,-80.032683,"Census Tract 4723, Allegheny County, Pennsylvania",88500,1048,174,5.7,2.39,1.7,0,0,0.9,1.2,5.7,10.3,9.7,7.5,64.6,0,14.5,38.2,37.7,7.4,2.2,49.8,50.2,42794,47898
"8307",8307,42003472400,42,3,472400,1828,40.387973,-80.038,"Census Tract 4724, Allegheny County, Pennsylvania",113400,867,13,6.5,2.54,1.49,1.4,0,1,1.3,4.5,5,6.7,3.8,76.4,1.5,8.8,15.6,45.4,21.3,7.4,77.2,22.8,58049,70267
"8308",8308,42003473100,42,3,473100,4734,40.391654,-80.049569,"Census Tract 4731, Allegheny County, Pennsylvania",210700,2224,204,6.4,2.72,1.47,0,0.8,0.7,1.4,2.4,8.2,16.5,9.7,60.3,2.7,14.8,14.5,38.6,26.2,3.2,66.1,33.9,68194,96597
"8309",8309,42003473200,42,3,473200,3192,40.381876,-80.047685,"Census Tract 4732, Allegheny County, Pennsylvania",144600,1627,87,5.4,2.52,1.41,0,0,0.4,8.5,6.1,16.2,6,12.2,50.5,0,25.9,27,36.6,9,1.4,53.8,46.2,51269,73540
"8310",8310,42003473300,42,3,473300,5502,40.379234,-80.031273,"Census Tract 4733, Allegheny County, Pennsylvania",171200,2350,0,6.7,2.33,2.22,2.2,6.3,0,2.6,4.5,12,20.1,25.6,26.8,1.1,10,13.7,53,21.1,1.1,78.9,21.1,71393,85086
"8311",8311,42003473401,42,3,473401,3713,40.372604,-80.042859,"Census Tract 4734.01, Allegheny County, Pennsylvania",269200,1650,122,6.1,2.84,1.71,0,0,2.7,2.5,4.3,7.6,19.3,11.5,52.1,4.3,16.1,19.8,30.8,19.5,9.5,62,38,66848,122426
"8312",8312,42003473402,42,3,473402,3667,40.359176,-80.041954,"Census Tract 4734.02, Allegheny County, Pennsylvania",223500,1520,39,6.9,2.51,1.73,0,0,7.4,20.7,7.5,6.1,24.3,18.8,15.1,3.2,2.8,11.5,52,27.6,3,85.6,14.4,109514,120186
"8313",8313,42003473500,42,3,473500,3680,40.365237,-80.05499,"Census Tract 4735, Allegheny County, Pennsylvania",272700,1330,9,7.8,2.84,1.67,1.2,2.6,1.7,1.5,2,11,16.2,18.9,44.7,2.8,2.3,5.9,41.4,32.6,15.1,92.4,7.6,111250,158267
"8314",8314,42003473601,42,3,473601,4049,40.38359,-80.060256,"Census Tract 4736.01, Allegheny County, Pennsylvania",237800,1598,50,7.1,2.62,1.59,0,0.8,7.9,4.8,2.8,12,28.2,19.8,23.8,4.4,4.1,14.8,43.1,22,11.6,78.6,21.4,104244,138681
"8315",8315,42003473602,42,3,473602,4600,40.370965,-80.069997,"Census Tract 4736.02, Allegheny County, Pennsylvania",166400,2148,39,6.5,2.32,1.69,0,5.6,0.7,8.1,13.5,20.1,36.1,7.5,8.4,1.9,7.1,27,39.1,21.9,3.1,81.7,18.3,64148,83558
"8316",8316,42003474101,42,3,474101,3601,40.354861,-80.071166,"Census Tract 4741.01, Allegheny County, Pennsylvania",216800,1317,0,7.6,2.7,2.79,3.2,0,12.3,10.2,9.2,22.6,26.2,9,7.4,0,0,7.3,39.3,46,7.4,91.7,8.3,96544,139297
"8317",8317,42003474102,42,3,474102,3685,40.33994,-80.067206,"Census Tract 4741.02, Allegheny County, Pennsylvania",285700,1383,26,8.1,2.92,1.94,0,7.6,2.7,10.4,22.6,19.1,21,8.6,8,0.9,2.7,6.5,21.8,57.3,10.9,93.9,6.1,116932,161570
"8318",8318,42003474201,42,3,474201,2600,40.344467,-80.094721,"Census Tract 4742.01, Allegheny County, Pennsylvania",244800,910,0,8.4,2.94,NA,0,4.6,7.5,6.7,33,36.9,9.1,1.5,0.7,0,0.7,4.8,21.4,55.9,17.1,97,3,131071,146721
"8319",8319,42003474202,42,3,474202,4809,40.325611,-80.093305,"Census Tract 4742.02, Allegheny County, Pennsylvania",246700,1875,74,8,2.67,1.69,1.2,0,1.2,24.4,35.8,23.9,10.2,1.9,1.4,0.5,7.7,10.8,19.4,49,12.6,85.5,14.5,99698,131993
"8320",8320,42003474203,42,3,474203,4534,40.314031,-80.078876,"Census Tract 4742.03, Allegheny County, Pennsylvania",223000,1613,57,7.9,2.84,2.81,0.4,1.4,4.7,8.8,29.1,16.6,32.8,4.8,1.4,0,0,5.1,39.3,50.5,5.1,96.5,3.5,115929,153075
"8321",8321,42003475101,42,3,475101,4702,40.347606,-80.040505,"Census Tract 4751.01, Allegheny County, Pennsylvania",120200,2365,282,5.2,2.43,1.43,0,1.9,15.2,7.6,14.3,15.6,22.4,9.1,13.9,2.4,24,30.7,33.1,9.2,0.6,62.3,37.7,48223,62117
"8322",8322,42003475102,42,3,475102,1665,40.337331,-80.035026,"Census Tract 4751.02, Allegheny County, Pennsylvania",144600,667,40,6.9,2.63,2.06,0,0,5.2,4.6,8.4,18.1,39.3,9.7,14.5,0,3.3,9,55.6,28.2,3.9,95.1,4.9,76161,84702
"8323",8323,42003475200,42,3,475200,4919,40.323963,-80.054933,"Census Tract 4752, Allegheny County, Pennsylvania",153100,1913,63,6.9,2.69,2.83,0,0.6,1.1,2,7.1,24.1,37.9,23.1,4.1,0,1.6,13.8,55.2,24.4,5.1,93.5,6.5,74794,85365
"8324",8324,42003475301,42,3,475301,4425,40.324013,-80.032774,"Census Tract 4753.01, Allegheny County, Pennsylvania",133700,2047,14,5.6,2.3,2.12,0.3,2.3,0,6.2,15.8,22,32,4.3,17.1,0.6,20.1,24.5,43.9,10.1,0.8,60.8,39.2,45442,57052
"8325",8325,42003475303,42,3,475303,4064,40.308472,-80.046418,"Census Tract 4753.03, Allegheny County, Pennsylvania",156100,1551,45,7,2.71,2.95,2.3,3.7,5.4,6.8,20.8,36.8,15.3,6.1,2.8,0,0,8.8,57,28.1,6.1,97.2,2.8,75341,95542
"8326",8326,42003475304,42,3,475304,5688,40.300212,-80.049462,"Census Tract 4753.04, Allegheny County, Pennsylvania",169700,2238,64,6.4,2.56,2.35,3.9,4.6,8.6,33.6,33.9,8.6,3.4,0.9,2.5,0,10.6,22.7,29.8,34,2.9,78.6,21.4,69674,87706
"8327",8327,42003475401,42,3,475401,3790,40.342388,-80.014875,"Census Tract 4754.01, Allegheny County, Pennsylvania",161900,1544,45,6.9,2.73,1.78,3.7,3.7,2.7,2.1,15.6,22,32.9,11.2,6.2,0,7.4,13.9,48.9,25.6,4.1,85.5,14.5,71380,85794
"8328",8328,42003475402,42,3,475402,3060,40.309921,-80.025189,"Census Tract 4754.02, Allegheny County, Pennsylvania",176100,1198,53,7.1,2.8,2.42,2,5,10.4,12.7,9.3,15.2,33.3,7.7,4.4,0.9,7.8,15.1,34.1,37.7,4.3,85.5,14.5,83353,96264
"8329",8329,42003476100,42,3,476100,5034,40.366735,-80.025264,"Census Tract 4761, Allegheny County, Pennsylvania",103000,2715,251,5.2,2.19,1.82,2,4,1.4,1,11,18.3,44.6,8.3,9.3,3.9,20.7,24.7,45.8,3,1.9,43.5,56.5,45714,54344
"8330",8330,42003476200,42,3,476200,3282,40.364827,-80.014349,"Census Tract 4762, Allegheny County, Pennsylvania",102600,1533,140,6,2.49,1.86,0,0,5,7.9,1.2,8.8,49.5,14.5,13.1,0,4.4,28.6,55.8,9.1,2.2,88.4,11.6,58083,63079
"8331",8331,42003477100,42,3,477100,3651,40.357836,-80.005076,"Census Tract 4771, Allegheny County, Pennsylvania",135200,1605,0,6.3,2.23,2.15,1.7,4.9,6.2,5.2,1.1,9.7,41.2,23.6,6.5,1.6,2,19.6,64.2,12.6,0,94.9,5.1,66593,73599
"8332",8332,42003477200,42,3,477200,4140,40.365252,-79.993528,"Census Tract 4772, Allegheny County, Pennsylvania",134500,1960,107,5.8,2.52,1.36,0,0,1.8,10,15.5,15.3,32.4,11.5,13.5,0,11.4,28.7,48.8,11.1,0,72.6,27.4,46750,64691
"8333",8333,42003477300,42,3,477300,6153,40.35998,-79.972977,"Census Tract 4773, Allegheny County, Pennsylvania",132900,2816,174,5.7,2.42,1.97,0,0.4,4.6,3.6,11.6,15.8,38.6,15.4,10,2,20.1,18.3,44.9,12,2.9,62.2,37.8,42612,54756
"8334",8334,42003478100,42,3,478100,4015,40.374371,-79.980396,"Census Tract 4781, Allegheny County, Pennsylvania",96400,2201,165,5.4,2.62,1.53,0,0,0.5,0.5,3.8,13.7,21,23.9,36.6,4.5,19.2,34.6,33.8,6.5,1.5,53.9,46.1,39315,48213
"8335",8335,42003478200,42,3,478200,5628,40.375353,-79.973139,"Census Tract 4782, Allegheny County, Pennsylvania",96200,2627,337,5.7,2.47,2,0,0,1.1,0.5,5.1,8,25.2,24,36.1,2,12.4,34.6,45.1,5.1,0.8,69.3,30.7,51733,59057
"8336",8336,42003479000,42,3,479000,1992,40.38022,-80.016448,"Census Tract 4790, Allegheny County, Pennsylvania",104600,854,20,5.8,2.41,1.76,0,0.7,0,0,1.1,8,45.7,39.2,5.4,0,0,35.1,55.9,8.3,0.7,93.9,6.1,63500,76517
"8337",8337,42003480101,42,3,480101,4837,40.341019,-79.982569,"Census Tract 4801.01, Allegheny County, Pennsylvania",114400,2446,430,5.2,2.35,2.61,0,1.9,1.8,8.2,9,11.7,44.7,11.5,11.3,4.8,17.9,23.9,43.2,4.5,5.8,51.4,48.6,34868,49794
"8338",8338,42003480102,42,3,480102,3107,40.344964,-79.999979,"Census Tract 4801.02, Allegheny County, Pennsylvania",113300,1370,85,6,2.54,1.96,0,0,0,2.4,4.5,10.5,61.6,12.8,8.2,0,3.8,26.4,58.1,11.8,0,89.1,10.9,52083,60341
"8339",8339,42003480200,42,3,480200,3428,40.355012,-79.963742,"Census Tract 4802, Allegheny County, Pennsylvania",114000,1479,104,6.2,2.44,1.75,1.1,0,5.2,4.9,12.2,18.3,35.6,12.7,10,0,5.2,21.4,58.7,13.2,1.6,88,12,64071,66850
"8340",8340,42003480300,42,3,480300,3415,40.393937,-79.969084,"Census Tract 4803, Allegheny County, Pennsylvania",107700,1446,119,6.2,2.32,3.17,6.6,0,1.4,1.3,7.5,15.1,36.6,14.3,17.2,0.5,0.8,29.7,57,11.7,0.4,89.8,10.2,61636,74032
"8341",8341,42003480400,42,3,480400,4980,40.381277,-79.954505,"Census Tract 4804, Allegheny County, Pennsylvania",100000,2228,80,5.9,2.21,2.65,0,0.4,5.2,2.2,12.1,32.7,26.6,8.2,12.7,0.7,4.4,28.4,54.6,11.6,0.3,85.4,14.6,46563,55460
"8342",8342,42003481000,42,3,481000,3403,40.411626,-79.986067,"Census Tract 4810, Allegheny County, Pennsylvania",50800,1833,238,5.3,2.12,2.2,0,3.1,0,1.7,4,6.4,8.1,15.9,60.8,2,20.8,36.1,31.3,7.6,2.2,44.5,55.5,30625,35880
"8343",8343,42003482500,42,3,482500,1929,40.395418,-79.913359,"Census Tract 4825, Allegheny County, Pennsylvania",98800,1020,239,5.8,2.6,2.1,0.8,0,0,2.1,6.2,11.1,38.5,4.8,36.6,3.9,8.6,30.6,42.1,13.5,1.3,80.4,19.6,50481,57798
"8344",8344,42003483800,42,3,483800,3165,40.403739,-79.907366,"Census Tract 4838, Allegheny County, Pennsylvania",40000,1906,572,4.7,2.46,2.31,1.9,14.4,2.8,3.8,3,8.2,7.5,11.7,46.7,2.4,29.2,37,24.1,4,3.3,33.9,66.1,34464,43278
"8345",8345,42003484300,42,3,484300,3404,40.404987,-79.897906,"Census Tract 4843, Allegheny County, Pennsylvania",56000,1924,311,5.1,2.16,1.64,2.2,11.6,8.5,0,2.4,7.8,10.1,10.8,46.5,0.8,23.1,44.6,18.3,9.7,3.4,55.2,44.8,28906,47051
"8346",8346,42003484500,42,3,484500,5745,40.382841,-79.904876,"Census Tract 4845, Allegheny County, Pennsylvania",88500,2847,195,5.7,2.34,2.01,0,0.5,2.4,3.5,3.6,10.8,31.5,23.6,24.1,3.9,7.6,28.9,51.1,5.8,2.6,75.2,24.8,46273,55728
"8347",8347,42003484600,42,3,484600,2257,40.393033,-79.901199,"Census Tract 4846, Allegheny County, Pennsylvania",77200,1091,75,5.7,2.48,1.73,0,0,1,6.7,8.2,9.3,18.2,14.8,41.8,0,18.2,26.5,48.2,7.1,0,63.1,36.9,42083,54512
"8348",8348,42003485000,42,3,485000,1271,40.399147,-79.888657,"Census Tract 4850, Allegheny County, Pennsylvania",58600,609,34,5.5,2.47,1.89,0,0.3,0,2.1,1.5,11.8,12,18.1,54.2,1.6,9.9,37.8,41.4,6.2,3.1,78.6,21.4,36895,44191
"8349",8349,42003486700,42,3,486700,2360,40.377695,-79.856317,"Census Tract 4867, Allegheny County, Pennsylvania",47300,1410,205,4.7,2.8,1.86,0,0,2.7,6.7,12.8,12.1,27.7,15.2,22.8,11.4,18.9,34.4,24.9,8.9,1.4,32.4,67.6,17212,27582
"8350",8350,42003486800,42,3,486800,1827,40.369512,-79.851728,"Census Tract 4868, Allegheny County, Pennsylvania",40500,947,272,5.9,2.43,2.24,0,2.7,0.1,9.1,7.1,0.5,11.2,12.7,56.6,0,5.6,35.5,20.8,25.7,12.5,62.7,37.3,30417,39012
"8351",8351,42003486900,42,3,486900,1378,40.364331,-79.850089,"Census Tract 4869, Allegheny County, Pennsylvania",33300,919,330,5.6,2.23,2.76,0,0,0,1.7,2.5,6.6,29.8,21.8,37.5,1.7,5.3,33.7,46.5,10.4,2.3,56.9,43.1,24856,33609
"8352",8352,42003487000,42,3,487000,1792,40.351559,-79.890837,"Census Tract 4870, Allegheny County, Pennsylvania",70700,988,96,5.3,2.39,1.83,0,0,0.4,1.2,0.4,9.8,18.4,40.4,29.4,0,12.6,43.4,34.3,5.3,4.5,62.8,37.2,46324,49236
"8353",8353,42003488100,42,3,488100,2311,40.386565,-79.886706,"Census Tract 4881, Allegheny County, Pennsylvania",84200,1006,107,5.7,2.36,2.94,0,0,1.5,0,3.8,21.7,32.8,19.4,20.9,0,3.6,28,62,6.4,0,76.8,23.2,39575,43842
"8354",8354,42003488200,42,3,488200,3591,40.392776,-79.877885,"Census Tract 4882, Allegheny County, Pennsylvania",83400,1694,276,5.6,2.58,2.49,0,2.8,2,0,3.4,6.1,34,33.3,18.4,0,3,45.5,40.6,8.3,2.6,67.9,32.1,40408,49553
"8355",8355,42003488300,42,3,488300,2173,40.37137,-79.893078,"Census Tract 4883, Allegheny County, Pennsylvania",96600,965,53,6,2.42,1.85,0,2.5,3.9,1.8,19.1,25.7,19.5,14.6,13,0,6.3,23.3,58.7,10.5,1.2,84.1,15.9,46605,54065
"8356",8356,42003488400,42,3,488400,4453,40.363814,-79.866206,"Census Tract 4884, Allegheny County, Pennsylvania",74000,2152,185,5.6,2.63,1.72,0,0,2.5,5.9,4.7,9.8,29,28.2,19.9,0,6,34.3,48,9.4,2.3,69.8,30.2,43053,49970
"8357",8357,42003488500,42,3,488500,2843,40.358012,-79.926881,"Census Tract 4885, Allegheny County, Pennsylvania",88800,1352,57,5.8,2.4,1.68,2.4,3,2.7,3,18.4,14,36,15.2,5.3,0,17.8,18.5,49.6,11.8,2.4,76.8,23.2,51178,57944
"8358",8358,42003488600,42,3,488600,4942,40.341832,-79.922276,"Census Tract 4886, Allegheny County, Pennsylvania",94200,2258,218,5.7,2.46,1.93,0.5,1.3,1.9,4.5,16.6,17.3,36.9,14,7,0,8.8,24.4,53.4,11.4,1.9,80.5,19.5,51940,59030
"8359",8359,42003489001,42,3,489001,4542,40.331213,-79.95311,"Census Tract 4890.01, Allegheny County, Pennsylvania",142000,2097,113,6,2.58,1.47,0.7,2.5,8,5.2,19.3,9.4,27.3,23.4,4.3,2.5,16.1,26.5,36.7,17.7,0.6,70,30,52404,65930
"8360",8360,42003489002,42,3,489002,3726,40.330431,-79.965633,"Census Tract 4890.02, Allegheny County, Pennsylvania",141200,1499,35,6.7,2.69,1.78,0,0.6,2,1,1.3,28,46.1,14.9,6.2,0,6.9,13.8,61.8,15.6,1.9,82.5,17.5,75155,85827
"8361",8361,42003490002,42,3,490002,4802,40.294856,-80.015571,"Census Tract 4900.02, Allegheny County, Pennsylvania",121900,2374,230,5.9,2.53,1.81,0,0.8,8.3,5.5,26.2,18.9,20.2,5.2,14.9,0,5.8,31.7,43,19.4,0,71.5,28.5,49914,62098
"8362",8362,42003490003,42,3,490003,3519,40.319769,-79.989609,"Census Tract 4900.03, Allegheny County, Pennsylvania",144400,1469,79,6.2,2.6,2.27,2.2,3.3,4.1,9.3,27.9,11.9,25.6,4.4,11.3,0,5.3,22.6,56.6,14.3,1.2,76,24,74451,81777
"8363",8363,42003490004,42,3,490004,5095,40.28821,-79.982995,"Census Tract 4900.04, Allegheny County, Pennsylvania",145400,1870,58,6.5,2.68,2.52,3.3,8.6,14.5,20.5,38.4,3.2,4.3,0.5,6.7,0,0.4,20.7,55.1,21.8,2,92.4,7.6,80862,83973
"8364",8364,42003491101,42,3,491101,5892,40.301856,-79.954543,"Census Tract 4911.01, Allegheny County, Pennsylvania",211900,2314,38,7,2.64,1.91,9.2,12.4,16.1,23.4,11,8.3,8.3,3,8.3,0,3.1,25.7,34.1,31.1,6,86.4,13.6,83265,109262
"8365",8365,42003491200,42,3,491200,2042,40.31267,-79.919426,"Census Tract 4912, Allegheny County, Pennsylvania",113900,992,49,5.5,2.35,1.62,0,0.9,6.9,21.2,12.6,8.5,27.2,12.1,10.7,1.1,14.2,37.8,40.2,5.6,1,73.2,26.8,51277,66715
"8366",8366,42003492700,42,3,492700,1882,40.307097,-79.892174,"Census Tract 4927, Allegheny County, Pennsylvania",49200,1265,289,5.1,1.89,2.65,0,0,0,2.6,0.5,1.8,15.7,19.9,59.4,0,11.1,39.6,43.4,4.7,1.1,66.1,33.9,30805,42120
"8367",8367,42003492800,42,3,492800,2769,40.291435,-79.883567,"Census Tract 4928, Allegheny County, Pennsylvania",44100,1606,358,5.5,1.9,2.09,0,6.3,0.6,0,3.1,6.6,29.3,18.6,35.6,0.5,9.3,41.8,40.2,7.1,1.2,55,45,25130,35102
"8368",8368,42003492900,42,3,492900,2145,40.288527,-79.893281,"Census Tract 4929, Allegheny County, Pennsylvania",51800,1339,230,5.2,1.93,2.25,1.1,0,0,0.7,1.7,1.4,22.9,44.1,28.1,0,3.4,49.1,43.8,3.7,0,66.2,33.8,33098,45776
"8369",8369,42003494000,42,3,494000,1493,40.270031,-79.887716,"Census Tract 4940, Allegheny County, Pennsylvania",75200,720,73,5.6,2.63,1.61,0,0,0.8,1.8,4.6,3.2,15.1,18.3,56.1,1.5,17.6,31.7,37.6,10.4,1.1,58.4,41.6,39596,44945
"8370",8370,42003495000,42,3,495000,3376,40.228948,-79.893832,"Census Tract 4950, Allegheny County, Pennsylvania",89700,1522,179,5.8,2.46,2.73,2.4,2.7,4.8,7.2,17.5,5.3,25.2,10.6,24.4,0,4.3,36.3,46.8,8.9,3.7,76.3,23.7,45823,57808
"8371",8371,42003496101,42,3,496101,2957,40.272581,-79.82032,"Census Tract 4961.01, Allegheny County, Pennsylvania",110300,1310,136,6.2,2.54,2.71,0.5,3.6,5,3.6,19.6,13,22.4,7.6,24.8,0,1.5,25.8,58.1,13.7,0.8,96.2,3.8,59489,69196
"8372",8372,42003496102,42,3,496102,4502,40.258054,-79.849375,"Census Tract 4961.02, Allegheny County, Pennsylvania",104300,2037,162,6.1,2.44,2.14,2.4,4.2,3,5.3,13.6,19.1,24.9,9.4,18,0,3,27.9,56.3,11,1.7,85.5,14.5,57612,62580
"8373",8373,42003496200,42,3,496200,5812,40.302536,-79.812684,"Census Tract 4962, Allegheny County, Pennsylvania",99000,2708,164,6,2.23,2.31,0,1.3,4,4.3,17.3,13.3,34.5,14.3,11.1,0.5,6.5,28.5,46.9,15.4,2.2,73.5,26.5,49083,57850
"8374",8374,42003497000,42,3,497000,1072,40.298187,-79.854561,"Census Tract 4970, Allegheny County, Pennsylvania",85600,478,49,5.7,2.46,1.81,0,2.5,3.1,2.5,13.8,9.6,28.9,9.4,30.1,0,6.5,31.2,53.6,7.3,1.5,87.6,12.4,45917,53311
"8375",8375,42003498000,42,3,498000,2551,40.324395,-79.855857,"Census Tract 4980, Allegheny County, Pennsylvania",76600,1092,97,5.5,2.53,2.64,0,0,2.6,0,6.4,7,54.4,19,10.6,0,6.1,39.2,45.3,7.1,2.3,91.1,8.9,51719,59681
"8376",8376,42003499300,42,3,499300,1574,40.331805,-79.886918,"Census Tract 4993, Allegheny County, Pennsylvania",68900,820,153,5.8,2.31,1.93,0,0.9,0,0,3,10.5,32.3,20.9,32.4,0.9,1.1,48.3,37.3,8.3,4.1,87.1,12.9,48807,55191
"8377",8377,42003499400,42,3,499400,2909,40.323697,-79.889279,"Census Tract 4994, Allegheny County, Pennsylvania",52000,1579,241,5.1,2.2,2.28,0,0.4,0.6,0.7,2.9,3.2,21.9,14.9,55.3,1.9,15.5,38.1,34.8,8.4,1.3,57.8,42.2,26107,34785
"8378",8378,42003500300,42,3,500300,3798,40.338431,-79.873105,"Census Tract 5003, Allegheny County, Pennsylvania",64200,2127,376,5.5,2.27,1.81,0,0,1.5,2.4,2.2,5.9,42.4,22.1,23.5,1.7,8.6,35.4,42.3,9.6,2.3,78.9,21.1,37471,49521
"8379",8379,42003501000,42,3,501000,1515,40.318333,-79.830854,"Census Tract 5010, Allegheny County, Pennsylvania",56100,897,106,4.9,2.23,1.91,0,0.3,0,2.9,18.2,17.8,12,10.7,38,1.2,14.2,49.7,30.8,3.1,1,47.5,52.5,35099,44845
"8380",8380,42003503002,42,3,503002,5989,40.34757,-79.816706,"Census Tract 5030.02, Allegheny County, Pennsylvania",96500,3016,226,6,2.24,1.56,0.5,2.8,1.1,4.5,10.8,13.1,36.2,10.7,20.3,0,8.7,31.9,49.3,9.2,0.9,77.4,22.6,50510,61795
"8381",8381,42003504100,42,3,504100,5243,40.381527,-79.825045,"Census Tract 5041, Allegheny County, Pennsylvania",72600,2809,385,5.1,2.39,1.97,0.4,0.3,1.3,2.4,10.9,17.6,27.8,25.1,14.3,1.3,11.2,42.5,37,7.3,0.7,53.2,46.8,31844,43298
"8382",8382,42003507000,42,3,507000,2126,40.383851,-79.808231,"Census Tract 5070, Allegheny County, Pennsylvania",70900,1149,133,5.6,2.45,1.71,0,2.6,0.9,4.4,5.8,11.4,25.2,13.8,36,2.9,13.6,33.9,37,10.5,2.1,66.9,33.1,42154,46956
"8383",8383,42003508000,42,3,508000,2190,40.394044,-79.808904,"Census Tract 5080, Allegheny County, Pennsylvania",48900,1200,190,4.5,1.87,2.04,0,0,7.3,8.5,10,7.2,4.9,10.3,51.8,4.5,20.1,45.8,17.8,8.6,3.3,34.9,65.1,20805,30201
"8384",8384,42003509400,42,3,509400,5349,40.409532,-79.819925,"Census Tract 5094, Allegheny County, Pennsylvania",56100,3419,869,5.2,2.63,1.63,0.8,0,0.4,1.9,4.3,4.1,10.8,36.5,41.2,5.7,20.1,30.4,33.2,7.2,3.4,44.7,55.3,33444,44251
"8385",8385,42003510000,42,3,510000,1822,40.397298,-79.840321,"Census Tract 5100, Allegheny County, Pennsylvania",47700,1071,298,4.8,2.88,2.29,0,0,9,0.9,5.3,11,8.8,9.7,55.3,4.9,31.4,19,26.2,10.7,7.7,37.5,62.5,24929,37032
"8386",8386,42003512000,42,3,512000,2317,40.404751,-79.844853,"Census Tract 5120, Allegheny County, Pennsylvania",45200,1255,142,5.1,2.39,2.13,0,0.6,0,0.9,1.5,11.6,9.9,20.7,54.9,0,10.8,48.7,34.7,4.1,1.8,58.7,41.3,30179,41039
"8387",8387,42003512800,42,3,512800,1380,40.403335,-79.859764,"Census Tract 5128, Allegheny County, Pennsylvania",40900,1006,386,5.1,2.08,2.06,3.4,0,0,0,0,1.8,19.7,10.7,64.4,0,24.5,32.8,33.2,8.6,0.9,47.6,52.4,18472,32707
"8388",8388,42003512900,42,3,512900,1160,40.409855,-79.865197,"Census Tract 5129, Allegheny County, Pennsylvania",38300,762,333,5.9,3.09,2.4,0,0,4.9,0,2,5.4,3.1,4.1,80.6,0,12.6,19.4,45,17.6,5.4,37.1,62.9,24375,35957
"8389",8389,42003513800,42,3,513800,2159,40.404909,-79.868498,"Census Tract 5138, Allegheny County, Pennsylvania",41100,1332,532,5.1,2.85,2.65,0.5,2,10.4,5,1.7,2.9,2.6,15.3,59.7,0,14.3,34.2,34.8,12.9,3.8,40.5,59.5,22283,30679
"8390",8390,42003514000,42,3,514000,2122,40.412168,-79.878663,"Census Tract 5140, Allegheny County, Pennsylvania",43500,1093,156,4.6,2.53,2.24,0,0,3.5,0.8,10.2,10.8,2.6,19.4,52.7,0.5,12.1,48.1,34.1,4.4,0.7,32.2,67.8,20199,32398
"8391",8391,42003515100,42,3,515100,2722,40.418939,-79.879798,"Census Tract 5151, Allegheny County, Pennsylvania",60700,1604,373,5.3,2.15,1.71,0.6,0,2.7,7,6.9,9.2,11.5,11.7,50.4,0,22.7,31,31.5,8.6,6.1,54.3,45.7,36181,49971
"8392",8392,42003515200,42,3,515200,2124,40.424763,-79.879976,"Census Tract 5152, Allegheny County, Pennsylvania",72800,1372,174,4.9,1.98,1.65,0,0,3.4,12.4,1.4,9.9,14,10.9,48,3.6,14.4,46.9,27.3,3.9,3.9,48.2,51.8,44506,50068
"8393",8393,42003515300,42,3,515300,1871,40.420037,-79.891012,"Census Tract 5153, Allegheny County, Pennsylvania",62400,1185,210,5,2.07,1.98,0,0.9,2,5.9,4.4,8.7,12.2,15.6,50.3,2.1,24.1,36.4,20.1,13.9,3.5,48.8,51.2,25313,41522
"8394",8394,42003515401,42,3,515401,2266,40.42575,-79.894165,"Census Tract 5154.01, Allegheny County, Pennsylvania",120700,1313,126,5.7,2.3,1.57,0,0,0,0,2.4,9.7,14.6,8.5,64.7,1.1,13.3,29.8,39.4,10,6.5,69,31,56215,65872
"8395",8395,42003516100,42,3,516100,1392,40.43264,-79.889134,"Census Tract 5161, Allegheny County, Pennsylvania",157700,717,33,6.4,2.23,1.59,0,0,1.7,1.3,1.7,1.8,8.6,10.3,74.6,2.8,10.9,12.8,48,16.7,8.8,80.7,19.3,63382,89151
"8396",8396,42003516200,42,3,516200,1726,40.431538,-79.880917,"Census Tract 5162, Allegheny County, Pennsylvania",160100,922,112,6.3,2.42,1.32,0,0,0.8,2.5,6.8,8.4,13,8.5,60.1,0.9,14,28,25.8,20.1,11.3,66.3,33.7,53750,76501
"8397",8397,42003517000,42,3,517000,1880,40.417038,-79.86208,"Census Tract 5170, Allegheny County, Pennsylvania",79100,1060,73,4.7,2.1,1.47,0,2.4,2.5,1,20.2,14.6,31.4,13.1,14.8,3.3,33.9,23.4,34.6,4.2,0.6,51.8,48.2,31445,44470
